movie_id,title,phase,genre,lead_actor,director,release_date,release_year,duration_minutes,imdb_rating,popularity_score,total_box_office_usd,verdict,poster_url,country
22,Avengers: Endgame,3,Action,Robert Downey Jr.,Russo Brothers,2019-04-26,2019,181,8.96,91.0,254455399,Hit,https://mcu-posters.example.com/22.jpg,India
10,Guardians of the Galaxy,2,Sci-Fi,Chris Pratt,James Gunn,2014-08-01,2014,121,7.68,99.8,77143499,Hit,https://mcu-posters.example.com/10.jpg,Australia
22,Avengers: Endgame,3,Action,Robert Downey Jr.,Russo Brothers,2019-04-26,2019,181,8.03,100.0,314209871,Hit,https://mcu-posters.example.com/22.jpg,UK
6,The Avengers,1,Action,Robert Downey Jr.,Joss Whedon,2012-05-04,2012,143,7.41,100.0,156658957,Hit,https://mcu-posters.example.com/6.jpg,Japan
7,Iron Man 3,2,Action,Robert Downey Jr.,Shane Black,2013-05-03,2013,130,7.16,80.1,97293809,Hit,https://mcu-posters.example.com/7.jpg,China
23,Spider-Man: Far From Home,3,Action,Tom Holland,Jon Watts,2019-07-02,2019,129,7.45,100.0,125739162,Hit,https://mcu-posters.example.com/23.jpg,France
17,Thor: Ragnarok,3,Fantasy,Chris Hemsworth,Taika Waititi,2017-11-03,2017,130,7.81,98.3,83918545,Hit,https://mcu-posters.example.com/17.jpg,USA
30,Black Panther: Wakanda Forever,4,Action,Letitia Wright,Ryan Coogler,2022-11-11,2022,161,6.48,77.8,66849244,Flop,https://mcu-posters.example.com/30.jpg,Germany
8,Thor: The Dark World,2,Fantasy,Chris Hemsworth,Alan Taylor,2013-11-08,2013,112,7.12,93.1,59950229,Hit,https://mcu-posters.example.com/8.jpg,Japan
6,The Avengers,1,Action,Robert Downey Jr.,Joss Whedon,2012-05-04,2012,143,7.47,100.0,159729342,Hit,https://mcu-posters.example.com/6.jpg,Germany
19,Avengers: Infinity War,3,Action,Robert Downey Jr.,Russo Brothers,2018-04-27,2018,149,8.28,100.0,214755859,Hit,https://mcu-posters.example.com/19.jpg,France
24,Black Widow,4,Action,Scarlett Johansson,Cate Shortland,2021-07-09,2021,134,6.88,89.8,34051698,Flop,https://mcu-posters.example.com/24.jpg,France
13,Captain America: Civil War,3,Action,Chris Evans,Russo Brothers,2016-05-06,2016,147,8.08,100.0,133131136,Hit,https://mcu-posters.example.com/13.jpg,UK
3,Iron Man 2,1,Action,Robert Downey Jr.,Jon Favreau,2010-05-07,2010,124,6.81,87.4,54457512,Flop,https://mcu-posters.example.com/3.jpg,Australia
19,Avengers: Infinity War,3,Action,Robert Downey Jr.,Russo Brothers,2018-04-27,2018,149,8.69,100.0,214976412,Hit,https://mcu-posters.example.com/19.jpg,UK
15,Guardians of the Galaxy Vol. 2,3,Sci-Fi,Chris Pratt,James Gunn,2017-05-05,2017,136,7.54,92.8,80097089,Hit,https://mcu-posters.example.com/15.jpg,UK
25,Shang-Chi,4,Action,Simu Liu,Destin Cretton,2021-09-03,2021,132,7.04,83.4,36030949,Flop,https://mcu-posters.example.com/25.jpg,India
30,Black Panther: Wakanda Forever,4,Action,Letitia Wright,Ryan Coogler,2022-11-11,2022,161,7.11,100.0,96369395,Hit,https://mcu-posters.example.com/30.jpg,China
11,Avengers: Age of Ultron,2,Action,Robert Downey Jr.,Joss Whedon,2015-05-01,2015,141,7.6,98.9,138982386,Hit,https://mcu-posters.example.com/11.jpg,China
23,Spider-Man: Far From Home,3,Action,Tom Holland,Jon Watts,2019-07-02,2019,129,7.21,100.0,119340579,Hit,https://mcu-posters.example.com/23.jpg,Australia
18,Black Panther,3,Action,Chadwick Boseman,Ryan Coogler,2018-02-16,2018,134,7.76,100.0,142001998,Hit,https://mcu-posters.example.com/18.jpg,UK
11,Avengers: Age of Ultron,2,Action,Robert Downey Jr.,Joss Whedon,2015-05-01,2015,141,7.77,99.5,139744966,Hit,https://mcu-posters.example.com/11.jpg,Germany
16,Spider-Man: Homecoming,3,Action,Tom Holland,Jon Watts,2017-07-07,2017,133,7.65,60.7,53419364,Hit,https://mcu-posters.example.com/16.jpg,Canada
30,Black Panther: Wakanda Forever,4,Action,Letitia Wright,Ryan Coogler,2022-11-11,2022,161,6.61,100.0,87021601,Flop,https://mcu-posters.example.com/30.jpg,Japan
18,Black Panther,3,Action,Chadwick Boseman,Ryan Coogler,2018-02-16,2018,134,6.7,100.0,136554026,Flop,https://mcu-posters.example.com/18.jpg,Germany
15,Guardians of the Galaxy Vol. 2,3,Sci-Fi,Chris Pratt,James Gunn,2017-05-05,2017,136,7.71,96.7,83456347,Hit,https://mcu-posters.example.com/15.jpg,China
4,Thor,1,Fantasy,Chris Hemsworth,Kenneth Branagh,2011-05-06,2011,115,6.84,100.0,54853616,Flop,https://mcu-posters.example.com/4.jpg,Australia
3,Iron Man 2,1,Action,Robert Downey Jr.,Jon Favreau,2010-05-07,2010,124,6.75,87.9,54744627,Flop,https://mcu-posters.example.com/3.jpg,China
26,Eternals,4,Fantasy,Gemma Chan,Chloé Zhao,2021-11-05,2021,156,6.4,100.0,45719874,Flop,https://mcu-posters.example.com/26.jpg,India
5,Captain America: The First Avenger,1,Action,Chris Evans,Joe Johnston,2011-07-22,2011,124,7.05,92.1,34059830,Flop,https://mcu-posters.example.com/5.jpg,Australia
21,Captain Marvel,3,Action,Brie Larson,Anna Boden,2019-03-08,2019,123,7.09,100.0,114442552,Hit,https://mcu-posters.example.com/21.jpg,Australia
32,Guardians of the Galaxy Vol. 3,5,Sci-Fi,Chris Pratt,James Gunn,2023-05-05,2023,150,7.9,89.5,75601477,Hit,https://mcu-posters.example.com/32.jpg,Japan
30,Black Panther: Wakanda Forever,4,Action,Letitia Wright,Ryan Coogler,2022-11-11,2022,161,6.26,94.1,80847686,Flop,https://mcu-posters.example.com/30.jpg,Canada
17,Thor: Ragnarok,3,Fantasy,Chris Hemsworth,Taika Waititi,2017-11-03,2017,130,7.98,100.0,89193300,Hit,https://mcu-posters.example.com/17.jpg,Canada
16,Spider-Man: Homecoming,3,Action,Tom Holland,Jon Watts,2017-07-07,2017,133,7.33,100.0,88067497,Hit,https://mcu-posters.example.com/16.jpg,Germany
17,Thor: Ragnarok,3,Fantasy,Chris Hemsworth,Taika Waititi,2017-11-03,2017,130,7.77,78.8,67269100,Hit,https://mcu-posters.example.com/17.jpg,France
28,Doctor Strange in the Multiverse of Madness,4,Fantasy,Benedict Cumberbatch,Sam Raimi,2022-05-06,2022,126,6.66,94.9,90590614,Flop,https://mcu-posters.example.com/28.jpg,France
26,Eternals,4,Fantasy,Gemma Chan,Chloé Zhao,2021-11-05,2021,156,6.42,97.6,39227447,Flop,https://mcu-posters.example.com/26.jpg,China
15,Guardians of the Galaxy Vol. 2,3,Sci-Fi,Chris Pratt,James Gunn,2017-05-05,2017,136,7.65,100.0,110716676,Hit,https://mcu-posters.example.com/15.jpg,Canada
33,The Marvels,5,Action,Brie Larson,Nia DaCosta,2023-11-10,2023,105,5.58,100.0,21395830,Flop,https://mcu-posters.example.com/33.jpg,South Korea
6,The Avengers,1,Action,Robert Downey Jr.,Joss Whedon,2012-05-04,2012,143,7.99,71.2,108180797,Hit,https://mcu-posters.example.com/6.jpg,USA
8,Thor: The Dark World,2,Fantasy,Chris Hemsworth,Alan Taylor,2013-11-08,2013,112,7.54,100.0,64981823,Hit,https://mcu-posters.example.com/8.jpg,Canada
11,Avengers: Age of Ultron,2,Action,Robert Downey Jr.,Joss Whedon,2015-05-01,2015,141,7.39,97.1,136445992,Hit,https://mcu-posters.example.com/11.jpg,Japan
5,Captain America: The First Avenger,1,Action,Chris Evans,Joe Johnston,2011-07-22,2011,124,6.55,99.5,36807349,Flop,https://mcu-posters.example.com/5.jpg,Japan
25,Shang-Chi,4,Action,Simu Liu,Destin Cretton,2021-09-03,2021,132,7.63,100.0,50605491,Hit,https://mcu-posters.example.com/25.jpg,France
30,Black Panther: Wakanda Forever,4,Action,Letitia Wright,Ryan Coogler,2022-11-11,2022,161,6.43,100.0,96092446,Flop,https://mcu-posters.example.com/30.jpg,Germany
17,Thor: Ragnarok,3,Fantasy,Chris Hemsworth,Taika Waititi,2017-11-03,2017,130,7.48,100.0,103369795,Hit,https://mcu-posters.example.com/17.jpg,Germany
1,Iron Man,1,Action,Robert Downey Jr.,Jon Favreau,2008-05-02,2008,126,8.56,100.0,63649670,Hit,https://mcu-posters.example.com/1.jpg,UK
18,Black Panther,3,Action,Chadwick Boseman,Ryan Coogler,2018-02-16,2018,134,7.13,85.1,114686213,Hit,https://mcu-posters.example.com/18.jpg,China
8,Thor: The Dark World,2,Fantasy,Chris Hemsworth,Alan Taylor,2013-11-08,2013,112,6.65,100.0,65362632,Flop,https://mcu-posters.example.com/8.jpg,India
28,Doctor Strange in the Multiverse of Madness,4,Fantasy,Benedict Cumberbatch,Sam Raimi,2022-05-06,2022,126,6.92,76.7,73286746,Flop,https://mcu-posters.example.com/28.jpg,Canada
30,Black Panther: Wakanda Forever,4,Action,Letitia Wright,Ryan Coogler,2022-11-11,2022,161,6.84,84.1,72212216,Flop,https://mcu-posters.example.com/30.jpg,USA
17,Thor: Ragnarok,3,Fantasy,Chris Hemsworth,Taika Waititi,2017-11-03,2017,130,8.36,86.2,73622175,Hit,https://mcu-posters.example.com/17.jpg,Germany
12,Ant-Man,2,Sci-Fi,Paul Rudd,Peyton Reed,2015-07-17,2015,117,7.2,88.3,45802373,Flop,https://mcu-posters.example.com/12.jpg,Germany
7,Iron Man 3,2,Action,Robert Downey Jr.,Shane Black,2013-05-03,2013,130,6.73,100.0,136326351,Flop,https://mcu-posters.example.com/7.jpg,India
33,The Marvels,5,Action,Brie Larson,Nia DaCosta,2023-11-10,2023,105,5.99,100.0,21302851,Flop,https://mcu-posters.example.com/33.jpg,France
13,Captain America: Civil War,3,Action,Chris Evans,Russo Brothers,2016-05-06,2016,147,7.86,75.9,87498577,Hit,https://mcu-posters.example.com/13.jpg,Canada
24,Black Widow,4,Action,Scarlett Johansson,Cate Shortland,2021-07-09,2021,134,6.93,100.0,39377433,Flop,https://mcu-posters.example.com/24.jpg,Canada
34,Deadpool & Wolverine,5,Action,Ryan Reynolds,Shawn Levy,2024-07-26,2024,127,7.5,81.4,105879461,Hit,https://mcu-posters.example.com/34.jpg,USA
21,Captain Marvel,3,Action,Brie Larson,Anna Boden,2019-03-08,2019,123,6.89,100.0,121631251,Flop,https://mcu-posters.example.com/21.jpg,South Korea
2,The Incredible Hulk,1,Action,Edward Norton,Louis Leterrier,2008-06-13,2008,112,6.7,100.0,27391951,Flop,https://mcu-posters.example.com/2.jpg,UK
24,Black Widow,4,Action,Scarlett Johansson,Cate Shortland,2021-07-09,2021,134,6.77,89.8,34034059,Flop,https://mcu-posters.example.com/24.jpg,India
16,Spider-Man: Homecoming,3,Action,Tom Holland,Jon Watts,2017-07-07,2017,133,7.19,100.0,91868556,Hit,https://mcu-posters.example.com/16.jpg,USA
16,Spider-Man: Homecoming,3,Action,Tom Holland,Jon Watts,2017-07-07,2017,133,7.54,100.0,112628223,Hit,https://mcu-posters.example.com/16.jpg,France
6,The Avengers,1,Action,Robert Downey Jr.,Joss Whedon,2012-05-04,2012,143,8.2,82.1,124756149,Hit,https://mcu-posters.example.com/6.jpg,UK
32,Guardians of the Galaxy Vol. 3,5,Sci-Fi,Chris Pratt,James Gunn,2023-05-05,2023,150,8.24,85.4,72145909,Hit,https://mcu-posters.example.com/32.jpg,UK
9,Captain America: The Winter Soldier,2,Action,Chris Evans,Russo Brothers,2014-04-04,2014,136,7.45,100.0,83808558,Hit,https://mcu-posters.example.com/9.jpg,Canada
31,Ant-Man and the Wasp: Quantumania,5,Sci-Fi,Paul Rudd,Peyton Reed,2023-02-17,2023,124,6.22,100.0,54478505,Flop,https://mcu-posters.example.com/31.jpg,Germany
11,Avengers: Age of Ultron,2,Action,Robert Downey Jr.,Joss Whedon,2015-05-01,2015,141,7.87,100.0,157824917,Hit,https://mcu-posters.example.com/11.jpg,India
34,Deadpool & Wolverine,5,Action,Ryan Reynolds,Shawn Levy,2024-07-26,2024,127,7.67,96.3,125214931,Hit,https://mcu-posters.example.com/34.jpg,France
28,Doctor Strange in the Multiverse of Madness,4,Fantasy,Benedict Cumberbatch,Sam Raimi,2022-05-06,2022,126,6.66,86.7,82757705,Flop,https://mcu-posters.example.com/28.jpg,Australia
13,Captain America: Civil War,3,Action,Chris Evans,Russo Brothers,2016-05-06,2016,147,7.9,98.8,113966525,Hit,https://mcu-posters.example.com/13.jpg,India
26,Eternals,4,Fantasy,Gemma Chan,Chloé Zhao,2021-11-05,2021,156,6.55,100.0,41868445,Flop,https://mcu-posters.example.com/26.jpg,China
29,Thor: Love and Thunder,4,Fantasy,Chris Hemsworth,Taika Waititi,2022-07-08,2022,119,6.64,100.0,76148221,Flop,https://mcu-posters.example.com/29.jpg,Germany
29,Thor: Love and Thunder,4,Fantasy,Chris Hemsworth,Taika Waititi,2022-07-08,2022,119,7.02,96.0,72982912,Hit,https://mcu-posters.example.com/29.jpg,UK
16,Spider-Man: Homecoming,3,Action,Tom Holland,Jon Watts,2017-07-07,2017,133,7.14,100.0,96258808,Hit,https://mcu-posters.example.com/16.jpg,Australia
5,Captain America: The First Avenger,1,Action,Chris Evans,Joe Johnston,2011-07-22,2011,124,7.04,83.9,31056546,Flop,https://mcu-posters.example.com/5.jpg,China
2,The Incredible Hulk,1,Action,Edward Norton,Louis Leterrier,2008-06-13,2008,112,6.81,96.6,25515087,Flop,https://mcu-posters.example.com/2.jpg,France
15,Guardians of the Galaxy Vol. 2,3,Sci-Fi,Chris Pratt,James Gunn,2017-05-05,2017,136,7.58,100.0,92426061,Hit,https://mcu-posters.example.com/15.jpg,France
15,Guardians of the Galaxy Vol. 2,3,Sci-Fi,Chris Pratt,James Gunn,2017-05-05,2017,136,7.15,87.3,75338255,Hit,https://mcu-posters.example.com/15.jpg,USA
5,Captain America: The First Avenger,1,Action,Chris Evans,Joe Johnston,2011-07-22,2011,124,7.16,93.3,34521842,Flop,https://mcu-posters.example.com/5.jpg,USA
15,Guardians of the Galaxy Vol. 2,3,Sci-Fi,Chris Pratt,James Gunn,2017-05-05,2017,136,7.23,100.0,89071443,Hit,https://mcu-posters.example.com/15.jpg,UK
3,Iron Man 2,1,Action,Robert Downey Jr.,Jon Favreau,2010-05-07,2010,124,7.02,100.0,63918375,Hit,https://mcu-posters.example.com/3.jpg,China
5,Captain America: The First Avenger,1,Action,Chris Evans,Joe Johnston,2011-07-22,2011,124,6.95,86.7,32094591,Flop,https://mcu-posters.example.com/5.jpg,Germany
16,Spider-Man: Homecoming,3,Action,Tom Holland,Jon Watts,2017-07-07,2017,133,7.06,100.0,88768355,Hit,https://mcu-posters.example.com/16.jpg,India
32,Guardians of the Galaxy Vol. 3,5,Sci-Fi,Chris Pratt,James Gunn,2023-05-05,2023,150,8.17,100.0,89034954,Hit,https://mcu-posters.example.com/32.jpg,Australia
9,Captain America: The Winter Soldier,2,Action,Chris Evans,Russo Brothers,2014-04-04,2014,136,8.02,100.0,82999478,Hit,https://mcu-posters.example.com/9.jpg,France
31,Ant-Man and the Wasp: Quantumania,5,Sci-Fi,Paul Rudd,Peyton Reed,2023-02-17,2023,124,5.82,79.3,37763440,Flop,https://mcu-posters.example.com/31.jpg,Australia
31,Ant-Man and the Wasp: Quantumania,5,Sci-Fi,Paul Rudd,Peyton Reed,2023-02-17,2023,124,6.25,100.0,51277351,Flop,https://mcu-posters.example.com/31.jpg,Japan
13,Captain America: Civil War,3,Action,Chris Evans,Russo Brothers,2016-05-06,2016,147,8.96,100.0,124207749,Hit,https://mcu-posters.example.com/13.jpg,UK
7,Iron Man 3,2,Action,Robert Downey Jr.,Shane Black,2013-05-03,2013,130,7.44,100.0,131904479,Hit,https://mcu-posters.example.com/7.jpg,Japan
23,Spider-Man: Far From Home,3,Action,Tom Holland,Jon Watts,2019-07-02,2019,129,7.6,100.0,129398949,Hit,https://mcu-posters.example.com/23.jpg,Japan
27,Spider-Man: No Way Home,4,Action,Tom Holland,Jon Watts,2021-12-17,2021,148,8.43,95.3,183015516,Hit,https://mcu-posters.example.com/27.jpg,South Korea
4,Thor,1,Fantasy,Chris Hemsworth,Kenneth Branagh,2011-05-06,2011,115,6.93,88.4,39695022,Flop,https://mcu-posters.example.com/4.jpg,UK
4,Thor,1,Fantasy,Chris Hemsworth,Kenneth Branagh,2011-05-06,2011,115,7.02,92.7,41631076,Flop,https://mcu-posters.example.com/4.jpg,Japan
22,Avengers: Endgame,3,Action,Robert Downey Jr.,Russo Brothers,2019-04-26,2019,181,7.84,100.0,376811500,Hit,https://mcu-posters.example.com/22.jpg,UK
16,Spider-Man: Homecoming,3,Action,Tom Holland,Jon Watts,2017-07-07,2017,133,6.92,100.0,97058634,Flop,https://mcu-posters.example.com/16.jpg,Australia
13,Captain America: Civil War,3,Action,Chris Evans,Russo Brothers,2016-05-06,2016,147,8.13,92.9,107137938,Hit,https://mcu-posters.example.com/13.jpg,Germany
29,Thor: Love and Thunder,4,Fantasy,Chris Hemsworth,Taika Waititi,2022-07-08,2022,119,5.88,100.0,76732792,Flop,https://mcu-posters.example.com/29.jpg,Canada
28,Doctor Strange in the Multiverse of Madness,4,Fantasy,Benedict Cumberbatch,Sam Raimi,2022-05-06,2022,126,7.1,89.3,85253274,Hit,https://mcu-posters.example.com/28.jpg,Canada
18,Black Panther,3,Action,Chadwick Boseman,Ryan Coogler,2018-02-16,2018,134,7.36,89.0,119942942,Hit,https://mcu-posters.example.com/18.jpg,South Korea
16,Spider-Man: Homecoming,3,Action,Tom Holland,Jon Watts,2017-07-07,2017,133,7.2,100.0,88601548,Hit,https://mcu-posters.example.com/16.jpg,UK
29,Thor: Love and Thunder,4,Fantasy,Chris Hemsworth,Taika Waititi,2022-07-08,2022,119,6.39,100.0,100440962,Flop,https://mcu-posters.example.com/29.jpg,Germany
7,Iron Man 3,2,Action,Robert Downey Jr.,Shane Black,2013-05-03,2013,130,7.16,69.6,84591776,Hit,https://mcu-posters.example.com/7.jpg,USA
1,Iron Man,1,Action,Robert Downey Jr.,Jon Favreau,2008-05-02,2008,126,8.16,90.1,52692823,Hit,https://mcu-posters.example.com/1.jpg,UK
16,Spider-Man: Homecoming,3,Action,Tom Holland,Jon Watts,2017-07-07,2017,133,7.37,88.1,77538726,Hit,https://mcu-posters.example.com/16.jpg,Canada
27,Spider-Man: No Way Home,4,Action,Tom Holland,Jon Watts,2021-12-17,2021,148,8.46,100.0,206651208,Hit,https://mcu-posters.example.com/27.jpg,South Korea
31,Ant-Man and the Wasp: Quantumania,5,Sci-Fi,Paul Rudd,Peyton Reed,2023-02-17,2023,124,6.0,82.0,39029883,Flop,https://mcu-posters.example.com/31.jpg,Australia
26,Eternals,4,Fantasy,Gemma Chan,Chloé Zhao,2021-11-05,2021,156,6.1,92.9,37336079,Flop,https://mcu-posters.example.com/26.jpg,USA
11,Avengers: Age of Ultron,2,Action,Robert Downey Jr.,Joss Whedon,2015-05-01,2015,141,7.42,100.0,177706948,Hit,https://mcu-posters.example.com/11.jpg,Japan
1,Iron Man,1,Action,Robert Downey Jr.,Jon Favreau,2008-05-02,2008,126,8.18,81.1,47435743,Flop,https://mcu-posters.example.com/1.jpg,Japan
17,Thor: Ragnarok,3,Fantasy,Chris Hemsworth,Taika Waititi,2017-11-03,2017,130,8.21,100.0,112584820,Hit,https://mcu-posters.example.com/17.jpg,South Korea
19,Avengers: Infinity War,3,Action,Robert Downey Jr.,Russo Brothers,2018-04-27,2018,149,8.25,77.2,158124954,Hit,https://mcu-posters.example.com/19.jpg,Japan
32,Guardians of the Galaxy Vol. 3,5,Sci-Fi,Chris Pratt,James Gunn,2023-05-05,2023,150,7.79,100.0,100558098,Hit,https://mcu-posters.example.com/32.jpg,Canada
13,Captain America: Civil War,3,Action,Chris Evans,Russo Brothers,2016-05-06,2016,147,8.03,100.0,122975857,Hit,https://mcu-posters.example.com/13.jpg,India
14,Doctor Strange,3,Fantasy,Benedict Cumberbatch,Scott Derrickson,2016-11-04,2016,115,7.48,86.1,58287021,Hit,https://mcu-posters.example.com/14.jpg,USA
4,Thor,1,Fantasy,Chris Hemsworth,Kenneth Branagh,2011-05-06,2011,115,6.69,51.4,23070064,Flop,https://mcu-posters.example.com/4.jpg,China
4,Thor,1,Fantasy,Chris Hemsworth,Kenneth Branagh,2011-05-06,2011,115,6.63,96.2,43198953,Flop,https://mcu-posters.example.com/4.jpg,USA
31,Ant-Man and the Wasp: Quantumania,5,Sci-Fi,Paul Rudd,Peyton Reed,2023-02-17,2023,124,5.67,100.0,59255416,Flop,https://mcu-posters.example.com/31.jpg,Germany
34,Deadpool & Wolverine,5,Action,Ryan Reynolds,Shawn Levy,2024-07-26,2024,127,7.94,93.4,121419132,Hit,https://mcu-posters.example.com/34.jpg,Canada
4,Thor,1,Fantasy,Chris Hemsworth,Kenneth Branagh,2011-05-06,2011,115,6.57,100.0,54606975,Flop,https://mcu-posters.example.com/4.jpg,Germany
6,The Avengers,1,Action,Robert Downey Jr.,Joss Whedon,2012-05-04,2012,143,8.0,100.0,178402686,Hit,https://mcu-posters.example.com/6.jpg,Canada
5,Captain America: The First Avenger,1,Action,Chris Evans,Joe Johnston,2011-07-22,2011,124,7.04,85.3,31552626,Flop,https://mcu-posters.example.com/5.jpg,France
5,Captain America: The First Avenger,1,Action,Chris Evans,Joe Johnston,2011-07-22,2011,124,6.72,100.0,38104781,Flop,https://mcu-posters.example.com/5.jpg,Australia
26,Eternals,4,Fantasy,Gemma Chan,Chloé Zhao,2021-11-05,2021,156,6.18,100.0,40620906,Flop,https://mcu-posters.example.com/26.jpg,UK
16,Spider-Man: Homecoming,3,Action,Tom Holland,Jon Watts,2017-07-07,2017,133,7.6,100.0,89498428,Hit,https://mcu-posters.example.com/16.jpg,France
3,Iron Man 2,1,Action,Robert Downey Jr.,Jon Favreau,2010-05-07,2010,124,6.53,100.0,77121327,Flop,https://mcu-posters.example.com/3.jpg,France
6,The Avengers,1,Action,Robert Downey Jr.,Joss Whedon,2012-05-04,2012,143,7.41,100.0,200501165,Hit,https://mcu-posters.example.com/6.jpg,Japan
34,Deadpool & Wolverine,5,Action,Ryan Reynolds,Shawn Levy,2024-07-26,2024,127,8.08,97.7,127040190,Hit,https://mcu-posters.example.com/34.jpg,China
17,Thor: Ragnarok,3,Fantasy,Chris Hemsworth,Taika Waititi,2017-11-03,2017,130,7.71,100.0,88999505,Hit,https://mcu-posters.example.com/17.jpg,Australia
21,Captain Marvel,3,Action,Brie Larson,Anna Boden,2019-03-08,2019,123,6.65,96.9,109278571,Flop,https://mcu-posters.example.com/21.jpg,Australia
17,Thor: Ragnarok,3,Fantasy,Chris Hemsworth,Taika Waititi,2017-11-03,2017,130,8.15,91.2,77850237,Hit,https://mcu-posters.example.com/17.jpg,Japan
9,Captain America: The Winter Soldier,2,Action,Chris Evans,Russo Brothers,2014-04-04,2014,136,7.49,100.0,75223635,Hit,https://mcu-posters.example.com/9.jpg,India
30,Black Panther: Wakanda Forever,4,Action,Letitia Wright,Ryan Coogler,2022-11-11,2022,161,6.79,100.0,97491344,Flop,https://mcu-posters.example.com/30.jpg,China
5,Captain America: The First Avenger,1,Action,Chris Evans,Joe Johnston,2011-07-22,2011,124,7.09,100.0,41511384,Flop,https://mcu-posters.example.com/5.jpg,USA
30,Black Panther: Wakanda Forever,4,Action,Letitia Wright,Ryan Coogler,2022-11-11,2022,161,6.53,87.6,75218399,Flop,https://mcu-posters.example.com/30.jpg,France
7,Iron Man 3,2,Action,Robert Downey Jr.,Shane Black,2013-05-03,2013,130,7.28,100.0,135119425,Hit,https://mcu-posters.example.com/7.jpg,UK
14,Doctor Strange,3,Fantasy,Benedict Cumberbatch,Scott Derrickson,2016-11-04,2016,115,7.54,99.7,67487744,Hit,https://mcu-posters.example.com/14.jpg,Germany
17,Thor: Ragnarok,3,Fantasy,Chris Hemsworth,Taika Waititi,2017-11-03,2017,130,7.72,100.0,101766887,Hit,https://mcu-posters.example.com/17.jpg,Canada
23,Spider-Man: Far From Home,3,Action,Tom Holland,Jon Watts,2019-07-02,2019,129,7.34,100.0,122489713,Hit,https://mcu-posters.example.com/23.jpg,UK
16,Spider-Man: Homecoming,3,Action,Tom Holland,Jon Watts,2017-07-07,2017,133,7.73,96.7,85126608,Hit,https://mcu-posters.example.com/16.jpg,China
19,Avengers: Infinity War,3,Action,Robert Downey Jr.,Russo Brothers,2018-04-27,2018,149,8.64,100.0,230156790,Hit,https://mcu-posters.example.com/19.jpg,Canada
29,Thor: Love and Thunder,4,Fantasy,Chris Hemsworth,Taika Waititi,2022-07-08,2022,119,6.21,100.0,90882458,Flop,https://mcu-posters.example.com/29.jpg,Germany
20,Ant-Man and the Wasp,3,Sci-Fi,Paul Rudd,Peyton Reed,2018-07-06,2018,118,6.91,100.0,68562621,Flop,https://mcu-posters.example.com/20.jpg,France
34,Deadpool & Wolverine,5,Action,Ryan Reynolds,Shawn Levy,2024-07-26,2024,127,7.86,100.0,136321243,Hit,https://mcu-posters.example.com/34.jpg,USA
